AM743169	CP000100	0.249405
AE014613	CP000143	0.249695
BX548174	CP000253	0.249937
CP000100	CP000253	0.250148
AE015451	AE016877	0.250462
BX548174	CP000249	0.25053
CP002382	FN543502	0.250895
AE015451	CP000951	0.251176
AE015451	AE017225	0.251378
AE015451	AE017194	0.25139
CP000800	CP002382	0.251413
CP000143	CP000249	0.251708
CP000143	CP000253	0.251884
AE016877	AM743169	0.252104
CP000143	CP003200	0.252268
CP000143	CP000800	0.253134
AE004969	CP000947	0.253246
CP000143	U00096	0.253249
CP002382	U00096	0.253474
AE017194	AM743169	0.254252
AE008923	AM180355	0.254311
CP000100	CP000249	0.254428
CP000438	CP000721	0.254923
AE017225	AM743169	0.255175
AE008923	CP000253	0.255959
CP000249	CP000721	0.256358
AM942759	CP000143	0.256385
CP000249	CP000951	0.257706
AE014613	CP002382	0.257988
AM942759	CP002382	0.258228
CP001503	CP002382	0.258311
AE009950	CP000678	0.2584
AE016877	CP000438	0.258473
AE016877	AL123456	0.258615
AE017194	AL123456	0.258625
CP000143	CP000721	0.2588
AL123456	CP000721	0.259144
AE017225	CP000438	0.259399
AE017194	CP000438	0.259412
AE017225	AL123456	0.259557
CP000253	CP002382	0.260222
CP000438	CP000951	0.260419
CP000249	FN543502	0.261261
AM743169	CP002382	0.261388
AM180355	AM743169	0.262376
CP000721	CP000951	0.262616
AM180355	CP000100	0.263394
AE017354	CP000951	0.263439
CP000253	CP000438	0.263445
AE016877	CP002382	0.263505
AE015451	CP000100	0.263549
AE015451	BX548174	0.263574
AE004969	CP000100	0.263723
CP000143	CP000947	0.263816
AM743169	CP000249	0.264146
AE017194	CP002382	0.264479
AE015451	CP000249	0.264698
CP000100	CP000721	0.264707
AE008923	CP000249	0.265125
AL123456	CP000951	0.265231
AE008923	AL123456	0.26551
CP000721	CP002382	0.265755
AE014613	CP000249	0.266083
AM180355	CP000143	0.26624
AE004969	CP000143	0.266255
AE017225	CP002382	0.266423
AE017354	AM180355	0.266692
CP000249	CP000800	0.267214
AE016877	FN543502	0.268282
AE004969	CP000721	0.268436
AE015451	CP000253	0.268494
AE015451	AM180355	0.268509
AE017194	FN543502	0.269234
AE017354	CP000721	0.269623
AE014613	BX548174	0.269703
CP000249	CP003200	0.2698
CP002382	CP003200	0.26997
AL123456	CP000253	0.269988
BX548174	FN543502	0.270068
AE017225	FN543502	0.270177
AM180355	CP002382	0.270419
AL123456	AM743169	0.2707
CP000249	CP000438	0.27086
CP000721	CP001503	0.271991
AE014613	AE016877	0.272049
AE014613	AE017194	0.27206
CP000100	CP001503	0.272274
AE000511	AE017225	0.272389
AE000511	AE016877	0.272392
BX548174	CP000438	0.272598
AL123456	CP000100	0.27309
AE000511	AE015451	0.273332
AE000511	AE017194	0.27337
CP000249	U00096	0.273526
CP000100	CP000800	0.273668
AM743169	CP000253	0.273805
CP000143	CP000951	0.273885
BX548174	CP000800	0.273972
AM942759	BX548174	0.274447
BX548174	CP003200	0.274604
AE017354	AL123456	0.274699
AE014613	AE017225	0.274921
CP000249	CP001503	0.27496
AE014613	CP000100	0.275294
AE006641	AE009950	0.275376
AM942759	CP000951	0.275458
CP000100	CP000438	0.275488
CP000100	U00096	0.275766
AL123456	CP000143	0.276025
BX548174	U00096	0.276415
AE016877	CP003200	0.27644
AE017194	CP003200	0.276451
AE017354	CP000100	0.276776
AE014613	CP000253	0.277381
CP000721	CP003200	0.277392
AE014613	CP000721	0.277466
BX548174	CP000721	0.277475
CP000100	FN543502	0.277675
AE000511	CP000143	0.277785
BX548174	CP000143	0.278093
AE000511	AM743169	0.278102
CP000951	FN543502	0.278135
AE017354	CP000249	0.278228
AM180355	CP000438	0.278291
AE017225	CP003200	0.27836
AE016877	CP000800	0.278475
AE017194	CP000800	0.278486
AM942759	CP000253	0.279153
AE016877	AM942759	0.279254
AE016877	U00096	0.279567
AE017194	U00096	0.279578
CP000951	CP003200	0.279714
AE016877	CP001503	0.279725
AE017194	CP001503	0.279737
CP000253	FN543502	0.279742
CP000721	FN543502	0.280005
AE000511	CP000438	0.28003
AM180355	CP001503	0.280504
AE014613	AM180355	0.280648
CP000947	CP002382	0.280752
AM743169	CP000721	0.280801
AM180355	FN543502	0.280932
CP000721	CP000947	0.281072
AE014613	CP000951	0.281292
AE017225	CP000800	0.281365
AE004969	CP002382	0.281432
CP000951	CP001503	0.281516
AE017194	AM942759	0.281521
AE017225	CP001503	0.281661
AE008923	CP000721	0.2818
CP000721	CP000800	0.281843
AE000511	CP002382	0.28197
AE000511	CP001503	0.282196
CP000100	CP003200	0.282203
AE017225	U00096	0.28246
AE017225	AM942759	0.282482
AE000511	AE008923	0.282712
CP000253	CP000800	0.282837
CP000721	U00096	0.283005
AM180355	CP003200	0.283032
CP000951	U00096	0.28384
CP000253	CP003200	0.284153
AM180355	AM942759	0.284862
AM942759	CP000249	0.285343
CP000800	CP000951	0.285709
AM942759	CP000721	0.285788
CP000253	U00096	0.285874
BX548174	CP001503	0.285971
AE000511	CP000253	0.286217
AE001363	BX548174	0.286456
AE004969	AE016877	0.287478
AE004969	AE017194	0.287489
AE017354	BX548174	0.28756
AE000511	AE017354	0.287579
CP000951	CP002382	0.287693
AE015451	AL123456	0.287976
BX548174	CP002382	0.288132
CP000100	CP000143	0.288616
AL123456	FN543502	0.288808
AM942759	CP000100	0.289398
AE004969	AE017225	0.289417
AE004969	CP000951	0.289522
AE004969	AM180355	0.28967
AM180355	CP000800	0.28977
AE016877	AE017354	0.289986
CP000249	CP002382	0.290204
AE014613	AL123456	0.290944
AE017225	AE017354	0.291279
AE017194	AE017354	0.291293
AM180355	U00096	0.291935
AE000511	AM942759	0.292278
AE017354	CP000253	0.292601
AL123456	CP000800	0.29311
AE000511	AM180355	0.293485
AL123456	BX548174	0.293549
AL123456	CP000438	0.29367
AE000511	AE014613	0.293794
AE004969	BX548174	0.295101
AL123456	CP003200	0.296311
AE000511	FN543502	0.296327
AL123456	CP001503	0.297459
AL123456	CP002382	0.29746
AL123456	U00096	0.297646
AE001363	CP000249	0.298328
AE000511	CP000947	0.298816
CP000100	CP002382	0.299008
CP000678	CP000816	0.299159
AE000511	AE004969	0.299874
AL123456	AM942759	0.300351
AE000511	CP000800	0.301215
CP000253	CP001503	0.302215
AE001363	AM180355	0.302682
AE004969	CP000253	0.303565
AE001363	CP000100	0.303619
AE000511	CP000100	0.30404
AE004969	CP000249	0.304291
AE000511	U00096	0.30483
AE000511	CP000951	0.304855
CP000947	CP000951	0.306042
AE001363	CP000951	0.306202
AE000511	CP003200	0.307698
BX548174	CP000947	0.307977
AE000511	CP000249	0.308208
AE001363	AE017225	0.308579
AE016877	U00089	0.308611
AE001363	AE017194	0.309566
AE017194	U00089	0.31081
AE017225	U00089	0.31081
AE001363	AE016877	0.310907
CP000721	U00089	0.310908
AE017225	CP000947	0.31157
AE016877	CP000947	0.311575
AE000511	BX548174	0.3119
AE017194	CP000947	0.312587
CP000253	U00089	0.312822
AE004969	AL123456	0.314633
CP000100	CP000947	0.315027
AE001363	CP000721	0.315592
AM180355	U00089	0.316107
AM180355	CP000947	0.317459
AE001363	CP000143	0.322111
CP000249	CP000947	0.322136
AE001363	FN543502	0.32227
CP000253	CP000947	0.32259
AE001363	CP000253	0.32523
AP009380	CP000721	0.325433
AE001363	AE017354	0.32566
AE000511	AL123456	0.325802
AE001363	AE015451	0.325917
BX548174	U00089	0.326985
AE001363	AL123456	0.327216
AE015924	CP000721	0.328805
AE001363	AE014613	0.32899
AE001363	CP000438	0.329358
AL123456	CP000947	0.33026
AP009380	CP000143	0.331474
CP000951	U00089	0.331925
AE001363	CP000800	0.332096
AE001363	AM942759	0.332342
AE015924	CP000143	0.332387
AP009380	CP000951	0.332488
AE001363	AE008923	0.333196
AE017354	AP009380	0.333928
AM743169	AP009380	0.334772
AE015924	CP000951	0.334843
AE006641	CP000678	0.334916
AE015924	AM743169	0.336024
AE001363	U00096	0.336845
CP000100	U00089	0.336991
AE001363	AM743169	0.337298
AE015924	AE017354	0.337316
AE015924	CP000438	0.340851
AE001363	CP003200	0.340866
AE008923	AP009380	0.341541
AP009380	CP000438	0.341717
AE000511	U00089	0.342119
AE015451	AE015924	0.342237
AE017194	AP009380	0.342275
AE008923	AE015924	0.342802
AE015451	AP009380	0.343102
AE017225	AP009380	0.343338
AE015451	U00089	0.343483
AE016877	AP009380	0.343782
AE006641	AE017199	0.344079
CP000143	U00089	0.34417
AE015924	AE017194	0.344204
AE015924	FN543502	0.344629
AE001363	CP001503	0.344663
AE000511	AE001363	0.345065
AE015924	AE017225	0.345269
AE015924	AE016877	0.345716
CP002382	U00089	0.346154
AE015924	CP000800	0.347081
AP009380	CP000249	0.347403
AP009380	FN543502	0.347425
AE015924	BX548174	0.347808
CP000438	U00089	0.348804
AM180355	AP009380	0.348976
AP009380	BX548174	0.349176
AE015924	CP000249	0.349299
CP001503	U00089	0.349413
AP009380	CP001503	0.349444
AP009380	CP000800	0.349898
AE014613	AE015924	0.350605
AE015924	AM180355	0.350906
AE014613	AP009380	0.351947
AE015924	U00096	0.35211
AE001363	CP002382	0.352169
AP009380	U00096	0.352309
AE015924	CP001503	0.354047
AE001363	AE004969	0.355342
AP009380	CP000100	0.356309
AE000511	AP009380	0.357093
AE000511	AE015924	0.357935
CP000249	U00089	0.358038
AE015924	AL123456	0.358068
AP009380	CP003200	0.358746
AL123456	AP009380	0.358748
AE015924	CP000100	0.358756
AE015924	CP003200	0.360049
AE017354	U00089	0.361589
AE004969	AP009380	0.363761
AE008923	U00089	0.364598
AP009380	CP002382	0.364907
AP009380	CP000253	0.365771
AE015924	CP002382	0.365824
AE014613	U00089	0.366235
AE001363	U00089	0.36671
AE004969	AE015924	0.367286
AE015924	CP000253	0.367736
AL123456	U00089	0.36993
CP003200	U00089	0.370147
AM743169	U00089	0.370681
U00089	U00096	0.371191
CP000800	U00089	0.372077
AE017199	CP000678	0.372115
AE001363	CP000947	0.372994
FN543502	U00089	0.373508
AM942759	U00089	0.373631
AM942759	AP009380	0.375618
AE015924	AM942759	0.378086
AE004969	U00089	0.386845
AE015924	CP000947	0.396449
AP009380	CP000947	0.396687
CP000947	U00089	0.399837
AE001363	AE015924	0.406891
AE001363	AP009380	0.40774
AE015924	U00089	0.431836
AP009380	U00089	0.433323
